# of Citations  Frequency
1 10950
2	1587
3	524
4	232
5	152
6	99
7	69
8	32
9	20
10	18
11	15
12	16
13	9
14	6
15	3
16	3
17	5
18	3
19	2
20	1
22	3
23	1
83	1
132	1
